,tweet_id,sentiment,content
11544,1963273525,sadness,"excited to see &quot;UP&quot; for Logan's Birthday in 2 weeks. Sad he wont have a party bc he doesn't know any kids, tho."
11551,1963274957,happiness,Polaroid film today?! I hope so. Green tea = Yum. I got a 8/9 on my appearance for my &quot;job&quot; interview. Too much cleavage?
11552,1963275395,sadness,Looking for food at home!.... nothing
11553,1963275568,sadness,I don't wanna go to work
11554,1963276221,sadness,.... So I always get left out
11555,1963276292,sadness,back garden times. my feet hurt
11557,1963276628,sadness,i used to have an ozzy osbourne pillow. my mom threw it out. i miss that thing.
11559,1963277074,sadness,"@shawin That's the problem. The earphones I get here don't last more than 2 months, no matter what brand or price."
11564,1963278132,sadness,my phone is dead and my charger is miles away.. @T_S_R  i'll talk to you in august
11569,1963279286,sadness,@Eujean2 yeah
11579,1963280484,happiness,omg a rat... ewwwww. omg i cant wait for tha marra.. so ecxcited. annabel cant go tho
11582,1963280865,sadness,@sidrajalil1132 why were you even asking others then  you should have been enjoying the sadness of missing it like me.
11587,1963282166,happiness,@mileycyrus  they closed the voting...all u can vote for now is best movie  Hope you win it! My 4 y/o Daughter lovesss 2 sing &quot;The Climb&quot;
11591,1963283923,sadness,@MicahJosiahD i really am going to miss you
11596,1963293697,sadness,Follow @Mz5thAve cause she really shop there!!! Even though she don't be showin love no more
11603,1963296113,sadness,I don't seem to have any photos of me and my Grandma together for tomorrow. It is heart breaking
11605,1963296289,sadness,"28deg C in here, all this tech in my room does have the major downside of a lot of heat, doesn't help its hot outside 2"
11609,1963297235,sadness,@stereophonics http://twitpic.com/6714p - well done guys! I am gonna miss the tweets!
11611,1963297721,sadness,"failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes."
11617,1963298944,sadness,Battery is going to die!
11621,1963300335,happiness,I just wanna be better already
11623,1963300826,sadness,@daynah it doesn't work with the iPhone yet   I love it for the simplicity but I need to be able to sort tasks on my iPhone to be useful
11624,1963300979,happiness,@meeshthebeast me and dee mack talking about your baby!  She's almost all grown up!
11626,1963301381,sadness,disappointed the didnt win teh glasses.
11627,1963301735,sadness,Off to the porn store. I forgot to put Dave in my iPod.  Fail.
11628,1963301756,sadness,Well rite i gt a headache
11629,1963302156,happiness,This is scary  they hooked me up to 9 wires n it printed sum graph ohhhhhh
11631,1963302968,happiness,Just one of those days.... I pray it will get better..
11647,1963305956,sadness,@srubin sorry to disappoint.
11650,1963306960,sadness,This sars has really got me down.
11651,1963307029,happiness,all alone for the weekend!
11655,1963308203,sadness,@AgesTheGreat UGH! &amp; DiDNT HiT ME UP? OK  LOL JK. WHAT WERE U DOiN HERE?
11657,1963308678,sadness,i want my face to be a somatic drawing of david lanham  or i want a leopard theme his somatic theme..  im so sad..im such a big fan..
11659,1963308922,happiness,time to get ready for work
11660,1963309177,sadness,I am tired.
11665,1963315429,happiness,@therage comes to you. when is your atl show jljf i swear you will have fun they're so much fun
11670,1963316372,sadness,I'm wishing I was outside instead of trapped in my office.
11672,1963317439,sadness,I shrunk my favourite cardigan.  Hubby said he'd buy me a new one. I practically lived in it and it's gone. I shall say a few words ;)
11673,1963317454,sadness,"@BonDean Sad thing is that I wanted to work there for years, it was my dream job. Was crushed when I saw how crappy it was. Still bitter"
11676,1963317624,sadness,"Yep, @CAndymanTK9772. Sleep-fail. In another 7-8 hours, it'll be D&amp;D-fail."
11683,1963319587,happiness,Workout done for today. Now time to get ready for work
11687,1963320872,happiness,@filmnerdjamie I've only seen Star Trek twice. Seeing &quot;Up&quot; today but not in 3D since I was outvoted.
11688,1963320899,sadness,"@angiemartinez me too.  I was in Florida last weekend for the rain.  Came back home to RI, rain.  Terrible"
11695,1963321779,sadness,"...return my joy cos I'm so  Tired, tired of me Inspire the weary eyed to see the Ire and Irony..."
11701,1963323031,happiness,"TGIF but its so rainy and blah outside!  I need sun   Trying to figure out what to do tonight, I want to go to Prov to the Hookah bar."
11705,1963323725,sadness,officially misses Quark.  huhuhu! i had no heart hand partner and no one to dance with tonight! come home so... http://plurk.com/p/x2k1z
11707,1963325012,sadness,@zwriter Your missing qualifying  I think David Reutimann is leading with a 22.96 ....
11712,1963325663,sadness,@OliverPhelps have a good time!! Sadly that means I'm probably gonna have rain
11715,1963326035,sadness,&lt;i&gt;Waiting For Natie to come online I miss him
11716,1963327262,sadness,UGH... I am soooo drag assing today  but on a brighter note I got my G1 update &amp; it is the biznesssss!
11725,1963330222,sadness,havent been on here in ages  sorry twitter.. tweetdeck is broken
11726,1963330278,happiness,@retrorewind Dave thanks for playing Happy Birthday from NKOTB. Today is my bday! It is a lonely bday today.
11728,1963330577,sadness,"(cont.) Small children are not puppies. And cleche sarcasm is so annoying. Bcreative, but then again, that's too harrd"
11745,1963341856,sadness,no one to go see Tiesto with
11750,1963342674,sadness,Watching Dr. Phil's special on same-sex marriage. It's sad how ignorant some people are
11754,1963343021,sadness,this sucks schools over and there is nothing to do
11761,1963344519,sadness,i feel like a fish. im in a big glass car dealership looking out to a world of people walking by having fun in the sun  and im stuck here.
11775,1963347629,sadness,I'm at work....bored out of my mind.
11784,1963350222,sadness,"why did i sunbathe today  i look like a lobster, i feel like someones burning me alive!"
11787,1963350545,sadness,@eddieishere can only walk on streets as am in london town....no fields
11788,1963350554,sadness,no #thedailyshow this week
11796,1963352680,sadness,Why does flickr no longer recognize my e-mail addresses.  I can't log in.
11797,1963353091,sadness,OH NO ZOMBIEPIX DON'T FOLLOW ME ANYMORE... NEED SOMEONE TO CHEER ME UP
11798,1963353114,sadness,Last day of work. Taking myself off of all these shared googledocs... actually kinda getting to me
11807,1963363246,sadness,@LiveFreeT  awww that's sad...
11810,1963363523,sadness,@CrypticIrnAngel Sad  nothing.
11811,1963363911,happiness,i love the dreambears!.. i want a gay best friend!
11812,1963364396,sadness,"im very tired,bored and sad.what a great evening!"
11813,1963364416,sadness,would love to say TGIF but working at 6am tomorrow
11815,1963364867,sadness,mad traffic
11818,1963367009,sadness,is working until 11 tonight  http://plurk.com/p/x2kbv
11826,1963368961,happiness,wants to go to walmart. but won't go alone
11833,1963370009,sadness,But i dont mind the long line when theres a super cutie in front of me. Too bad he's wearing a gay bracelet with a girls name on it
11844,1963371041,sadness,Loved the sun today. Did not love a black suit and black top plus 6 trains/tubes to get to my meeting and back  Need to shop for summer
11846,1963371191,sadness,Dane Cook is at the sports arena tonight. Wish I had tickets
11848,1963371374,sadness,What the fuck!? It's only 20:35!!? Oh my GOD! My internal clock really IS fucked up. Nooooo.
11855,1963372420,sadness,I'm gonna cry    I went bad at my History test ! I really hate History  !
11856,1963372712,happiness,"@davidjosman, a 74 is not &quot;quite alright&quot;!  on the plus side, I ate cinnamin toast crunch for breakfast, and am now eating strawberries."
11860,1963373302,sadness,"Beta 5 of 3.0 expired today, back on 2.2.1 until the public release. I miss it already"
11861,1963373312,happiness,"Only two weeks left at my middle school gig.   Full-time work over the summer, but Teaching Credential begins at the end of August!"
11863,1963373647,sadness,So Chicago is pretty much sold out of tshirts now
11864,1963373748,sadness,"WOW, i AM REALLY MiSSiN THE FAM(iLY) TODAY. BADDD."
11867,1963374233,sadness,really am sorry becauseI was looking forward to it.. thought itd be fun  and u wanted to hear it.Iowe u a beer.
11869,1963374353,sadness,"I miss my Nipissing pitas  Good thing we've got a Euphoria in Barrie, 'cause I would never survive summer without my pitas AND smoothies!!"
11887,1963385525,sadness,"omg! taylor and selena broke up  sooo sad, aw i think i actually like selena now. poor gal."
11891,1963385889,sadness,friend got mugged this morning
11896,1963386797,sadness,family comes. probably won't be on this weekend
11899,1963387530,sadness,@billiemcfly she said no not to nite  x
11901,1963387908,happiness,And it stopped raining.  Fuckingtastic! )
11917,1963393116,sadness,House Hunting was a PAIN! House Shifting is a SUPER PAIN!! Packing never seems to end  I can't even Imagine Unpacking :-P
11919,1963393605,sadness,Another Friday night in. Man being skint is rubbish.
11922,1963393799,sadness,"@realdawnsummers haha, because I'm at &quot;work&quot; and can't read anything"
11924,1963393937,happiness,@stereophonics http://twitpic.com/6714p - I feel really emotional  Its been great seeing your pics and keeping up with you.  Gonna m ...
11930,1963394955,sadness,"God, I'll miss my bf so fuckin' much!  It's only 2 months now *snï¿½ff*"
11933,1963395142,sadness,I knew Listening to Miley cyrus In The morning was a bad idea!
11934,1963395345,sadness,omg maddie in holby is dead. Gutted. loved Nadine lewington and really wanted Maddie and Clifford to get together
11935,1963396447,sadness,"@zacofficial  i don't have twitter on my phone, it's sad"
11939,1963397621,sadness,Awww my daddy! Got in a car accident! Pray for him! He's shook'n up a lil!
11941,1963397839,sadness,Just found out one of my coworkers that I actually like is leaving.
11949,1963407162,sadness,"i wish i was outside  thats the only thing thats gonna kill me about work all day, everyday during the summer."
11950,1963407563,sadness,it was actually so hot today ..the sun has got his hat on . every one has got a tan except me
11953,1963407908,sadness,@Avas_Writer aww no which one?
11955,1963408013,sadness,@mileycyrus sorryyy milerz that i can't vote i would love to vote but it doesn't works i'm sad  and very frustraded  :@ :@ --__--
11963,1963410413,sadness,I wont be taking my test until 06/27/09
11968,1963411064,sadness,@glennbeck My husband is loosing his GOVERMENT job due to downsizing-he is looking for a new job but can't find one in our small town
11980,1963412868,sadness,"@sky14kemea Yea, us 3 and Max @jenrolton Poor Trivun"
11981,1963412967,sadness,Gonna miss my gurl while shes on her honeymoon
11983,1963413939,sadness,Have somebody installed vCenter Server 4 on Windows 2008 x64 w SP2?  SP2 is not in the compability matrix
11986,1963414319,sadness,So hyped about E3. I wish I could go...
11992,1963415485,sadness,"ouuuuuuuuuchhhhhhhh, still hurting from the Barca spanking"
11995,1963415915,sadness,@latinamarie She's the ruddy manageress - 2nd bad job from her. I can never find a good place beyond 1 or 2 cuts
11999,1963416833,sadness,"@BoHeMyth: Very interested. However, low carbs for the next month means no beer for me"
12000,1963417618,happiness,"Just got my paycheck... April bonus can b deposited 2day the rest, gotta wait til Mon."
12002,1963418007,sadness,fun times. just broke my usb stick.. like literally broke it..
12007,1963419502,sadness,i neeeeed plans. no one can hang out tomorrow. booo.
12013,1963420529,sadness,god... im suffering greatly... having no hair + sitting in blazing sunshine = v v bad sunburn
12014,1963420721,sadness,haha aww ok now back to bionomial expansion  ugh! joy
12016,1963421335,sadness,@Jennifalconer would like to swap...i'm sitting with 3 grumpies
12019,1963421835,sadness,"@Kellz95 is making cupcakes and says i can't have any  kelli, you're a bad sister."
12025,1963423362,sadness,Nice days like this make me miss Alki
12026,1963423737,sadness,@Kenzonian Yes I do! And I'm still almost at my Gmail storage ceiling! ARGH! I am being FORCED to delete stuff.... or buy more space.
12029,1963424570,sadness,mom just woke me u[p and i am so mad i was dreaming about  shoes  she whants me to go to the river it is so stupid
12030,1963424592,sadness,@brran1 Hey you! Did you ever pre-order your Sims 3? I'm so sad Im too poor to get it right now
12034,1963425413,sadness,I hate car places  &lt;Jx&gt;
12041,1963426560,sadness,@Just_Cal Work or...(hehe mind in the gutter)! I'm sittin here doin this student loan thing.
12057,1963452372,sadness,"So disapointed,good Evans,  they sound really bad, so out of tune  #britainsgottalent"
12058,1963452766,sadness,@tmg25 i tried to help
12063,1963454052,sadness,soo sick. i hate my life
12065,1963454728,sadness,@omgamandanicole i dedicated that song to my VW when i sold it
12067,1963455027,sadness,Well - looks like Hurdle is out.
12069,1963455101,sadness,"unopened pack of goat cheese starin me in the face. starving, din not til 6"
12074,1963457379,sadness,Editing video in the van. I'm a little hungry and depressed that I didn't see Up yet.
12079,1963459302,happiness,@soapylove Congrats on the Invisalign! I need to get refitted for mine - I got lazy and stopped wearing them.
12082,1963459762,sadness,Friday Night and working
12084,1963459933,sadness,@nkeathley tried to join the chat but the site would not let me sign in
12088,1963461201,sadness,Just lost Internet.  And I was in a raid for 25 OS.
12096,1963462651,sadness,Comp. Mental Health wouldn't take me. Samuel Rogers center in the city gave me appt. On June 8th. I have 2 days worth of pills left  &lt; ...
12101,1963463640,sadness,"@KiwiiKink was it for the vma's? i guess so.. also wanna go to london in june for demi lovato concert, but no one's going with me"
12104,1963464350,sadness,"is having a profitable day!  Looking forward to Sunday...gonna be a great day -- sad, too, because it's the 5th graders last day!"
12105,1963464620,sadness,@Kelly_StrayCat I sorry!!  Me no like when people I like don't feel well. Your tummy?
12109,1963465314,sadness,still freakin out about missing the game!!!  #jonasnewsongs
12110,1963465378,sadness,Mower shopping
12111,1963465519,happiness,@jennifalconer thought it was rubbish  twins are cute tho!
12113,1963465726,sadness,I sometimes feel like the only person in the world without an iphone
12115,1963465928,sadness,I burnt my arm.  (just thought you should know)
12117,1963473694,sadness,twitter is trippin right now with my pic
12138,1963478525,sadness,@JeremyBeguhn have fun without meee.  i'm going to missss youu
12143,1963479877,sadness,My Blackberry's got a fatty (battery)  guess we're kinda in the same boat huh @laurensanchez ?
12144,1963479970,sadness,Gotta work.  Lonely weekend ahead.
12147,1963480643,happiness,@kinahboo imma miss dem KObe nd Bron commrcials wen cleveland get knocked out doe  they wer funny
12150,1963481173,sadness,@LiveFreeT because your mean to me and it makes me sad!
12152,1963481349,happiness,"@stephanie_hall no  i was gutted when he wasn't. lmao. i think i'm obsessed with him, bahaha."
12154,1963481763,happiness,@iFelixGonzalez really?!?! It looks like its going to rain here but its all just gray.... La is a bummer sumtimes
12155,1963482219,sadness,i didnt get paid this week  roll on tuesday
12157,1963482523,sadness,@eprussakov ohï¿½ unfortunately not
12168,1963485572,sadness,@iheartreading hey sorry i just got the tweet about the puppy... and someone already got it
12169,1963485761,happiness,is dreaming of the weekend... awake!
12182,1963496176,sadness,I'm dreading hearing even worse news tonight
12183,1963496439,sadness,SEe waT I Mean bOuT FoLL0w fRiiDaYs... It'S cALLed LoSe f0LloWeRs FridAy... smH
12192,1963497860,happiness,@Alitaluna Hey workaholic! =P lol...jus wanted to say hiiii....i always tell ash to invite u over but she says ur always working lol
12193,1963497979,sadness,In Seattle Washington....im SOOOOO hungry&amp;i miss alaska
12194,1963498214,sadness,@ottosdaughter sorry to hear that
12198,1963498476,sadness,FJGKFLD;'Sdh WHY AM I NOT AT HOMETOWN DAYS WITH MY FRIENDS.
12200,1963498848,sadness,@ZeenaBoBeena im sorry. I fail.
12211,1963501251,sadness,"@MandyyJirouxx MANDY!!!  IT WON'T LET ME VOTE  I WANT HER TO WIN BUT I CAN'T HELP, I AM GONNA JUMP OFF A BRIDGE (KIDDING) BUT THIS SUX"
12219,1963503284,sadness,@CASHRIC I MISS U CEDDY
12220,1963503449,happiness,Yay almost home i had to go walking today .....
12224,1963503829,sadness,So bored..need friends
12235,1963505620,sadness,Its raning!!! -_- really bad
12236,1963506104,sadness,Of course it rains five minutes after i finish watering the flowers. It took me half an hour to water all of them too.
12237,1963506160,sadness,"Hummmmm..... ohh  i miss you so much!!! realy, but i hope you have a nice friends, like us :]"
12241,1963507592,sadness,"ugh, i was so hungry i scarfed my lunch before i even thought to take a pic.   #feastfriday"
12250,1963514879,sadness,No show tonight  No plans. Ughhhh.
12251,1963515186,sadness,Off to take a math quiz...on a friday....booo
12252,1963515373,sadness,@Noufah aaaah I swear I took it by mistake  it was somehow attached with the charger -_- apparently it needed break from U huh!
12257,1963516634,happiness,nice hair and nowhere to go
12260,1963517221,sadness,@ThatKadyGirl every day of my life lately.    i feel ya girl &lt;3
12262,1963517380,happiness,Feel so depressed that I couldn't save it... Thanks for nothing!
12264,1963518767,sadness,i want to see my bud mel  miss hur loads
12286,1963524251,sadness,@mattdavey2 not happy
12290,1963524741,happiness,"nice night, should be golfing"
12292,1963524886,sadness,@leslie_pearlman  mow love mow
12295,1963525808,sadness,@veronica78 Oh noooo that sucks  Did you reschedule for another show?
12296,1963526370,sadness,"just spent the day with Bridget and a small thing that got wind and farted a lot - oh yeah, her baby! Now slightly broody!"
12299,1963527707,happiness,leaving florida want to live there forever! Texan*Girl
12301,1963527997,sadness,I wish I was going to see @patmaine @johnmaine @garrettmaine @jaredmaine @kennedymaine today!! I'm sad I dont
12306,1963529425,sadness,traveling to L.a to see my grandpa in the hospital...another road block for my family to cross....
12309,1963529876,sadness,@Dtballa2322 I want to Forgive and Forget this! Please and I dont like him I promise I am going to live without drama for now!So Please
12312,1963530331,sadness,@Anjeebaby Snap. I'm the same with any reality show. Watch the first and I'm hooked   Very sad
12317,1963531905,sadness,No one is at the tesla dealership
12325,1963543216,sadness,Stuck at work! Stuck at work! I'm hungry.
12328,1963543430,sadness,Watching Thomas The Train Engine makes me miss George Carlin
12334,1963544828,sadness,Why is it that &quot;shipping &amp; handleing&quot; are soooo expensive??? It is more than 50% of my entire order! Not ordering yet.
12336,1963544992,happiness,"@Orchidflower Yes,all on my own  OH gone to bed after a minor soap marathon. Photo editing night 4 me. Ohhh Inn on the lake, nice food."
12347,1963545872,sadness,"Wishing I could go with @boulderdiaries to SoCo to go climb, instead I'm stuck at work all weekend"
12355,1963548570,sadness,"lunch break's over, going back to work...."
12358,1963548888,sadness,MediaTemple (mt) has awful FTP service
12362,1963550021,happiness,massive headache  going to see terminator tonight!
12369,1963552267,sadness,wtf come i need this day to go by
12370,1963552290,sadness,Ooh hayfever has struck..thought I was going to avoid it this year but nooo!  Remedies anyone...?
12371,1963552306,sadness,": What a let down! No MRI today, neurosurgeon didn't order it--which means we have to come back to OkC soon &amp; we no nothing new"
12372,1963552339,happiness,Watch Jay Leno tonite!!!  It's his last day as the Tonight Show Host
12374,1963552412,sadness,Okay gots to go and now for the first time since it started will miss the Block Party on @retrorewind
12376,1963553113,sadness,watching Army Wives and it always makes me cry
12377,1963553451,happiness,Symantec Ghost image corruption is making me cry
12394,1963564125,sadness,I'm german i think i should be able to go to germany for free whenever i want...plz
12395,1963564126,happiness,"@Kat_04071991 haaa awesome! i remember my brother got given woody, and i got upset cause i got buzz  but then i got both of them lmfao"
12402,1963565598,sadness,It`s such a romantic novel!! I cried in the end  Now I`m going to bed. I`m so tired.
12403,1963565610,happiness,ughhh. i think my plans are ruined. i was excited too.
12407,1963566188,sadness,Not happy
12410,1963567548,happiness,this week of mine was not easy!  but finally it's over! (:
12417,1963569137,sadness,"@JhonenV I need horror to be lovecraftian actually, not enough weird horror movies."
12420,1963569628,happiness,FRIDAY so freakin happy today was an annoying day  buuut WEEKEND! TGIF&lt;3
12426,1963570094,happiness,New York from 1500ft looks rather good. Last night in the Big Apple.
12427,1963570143,sadness,the BEST day ever. I met the greatest 10 year olds. but i will never see them again.. AHH. i'll miss them (i saw them 1 hour xD) SAD
12430,1963570489,happiness,"@BellaBKNY Thanks for your support as I kept updating, it helps"
12436,1963572363,sadness,"finally friday , but still grounded till next thursday    -- stereos = life &lt;333"
12440,1963572788,sadness,"@jennafletch at freddies having a cotch and LADYHAWKE is here, just missing you my bajan beauty"
12441,1963572895,sadness,still no eat. still in office. and now i get sick throat 3 days before i leave for an air condition throat killing tour bus
12443,1963573583,sadness,@Leod_UK Argh Twitter didnt post my replies and tweets for ages  Aint up to much just enjoying the sun!
12445,1963573741,sadness,@KristinDaMama I work for Disney...not all it's cracked up ta be.
12448,1963574098,sadness,"@roseCHARLOTTE oh my gosh!!! Tomorrow AS WELL!!!????!!!?!?!? God you're lucky, I might have to put it off for yet ANOTHER week"
12453,1963578729,sadness,Off to the bank
12456,1963579448,sadness,im not happy   my ipod or laptop dont know whih but one has decided to refuse to let me sync my songs :'( how can i live without it :/
12457,1963579631,sadness,fell down while holdin kales hand today...I hurt my foot &amp; he bruised his forehead  im such a klutz!
12458,1963579684,sadness,@rpulse I clicked on the Check out pictures of Angelina and it went to a spam site about ordering checks .. go figure
12465,1963581258,sadness,"Lobster dinner with MBA folks tonight, but no terasse, pouring rain in Mtl..."
12467,1963581344,sadness,@gailmoscoso oo noo thats not good
12469,1963581977,sadness,"feeling bad for Daisy, she cries in every episode       i watch waaaaay too much tv"
12470,1963581999,sadness,I lost a follower  oh well probably one of those mute ones anyway.
12473,1963582725,sadness,I've been dead the past 2 days...the flu sucks
12475,1963583023,happiness,Aww what a sunny day! Tasty barbeque with the family (: Got bad sunburn though
12476,1963583321,sadness,@skinnermike I told that joke onstage at Butlins in 1991. One person laughed. Scarred for life at 8
12480,1963583975,happiness,Back from lunch  READY TO GO HOMEEEEEEEEEEEEEEE
12506,1963590005,sadness,@AsaCavalli wish I was there wit you. Some other friend of mine r down there as well.  This weekend I'll be working
12515,1963593403,happiness,Having dinner at the crown at south moreton with David and a stroppy teenager
12520,1963594527,sadness,Oh I'm really tired of these migraines! #Endometriosis &amp; #Fibromyalgia &amp; #Migraines &amp; sleep probs just compoundin ea other since surgery
12522,1963594795,sadness,"@BIOSShadow I'm not going, sadly.  Maybe next year, eh?"
12531,1963597385,sadness,not feeling too great today
12532,1963597465,happiness,looking at this website!! should be working!!
12533,1963597514,sadness,@dutchcowboys Huh... PR from 5 to 2..?
12538,1963599163,happiness,@lvlyfairygrl i would say no bc its so overcast  but if it gets sunny again then yes!
12539,1963599538,sadness,"@tommcfly hey tom, i'm happy that you're enjoying brazil, but i'm sad cuz i'm not goin to see you in your show"
12550,1963601955,sadness,i wish mum hadn't spent forever talking to me so i could call my kiera later &gt;.&lt;. i don't have much time left now though
12552,1963602412,sadness,"Has work very, very soon. Way too soon!"
12556,1963603233,happiness,@gabilicious111 hahaha probably not  sorry. We've got some things to do around the house...and then we have to go to Jared's parents house
12558,1963603407,sadness,"@jgooden When you put it that way... it doesn't make much sense, does it?    ROTFL!!"
12559,1963603475,sadness,Listening to Hey Zulu - Red n' Meth. Sux to be at work right now
12564,1963604460,sadness,I've experienced apathy over empathy in customer service situations too many times recently.
12565,1963605132,sadness,@RaptorsForum Sigh... you know I am...
12567,1963605675,sadness,Missed the UPS guy again! Ugh so sad  But i got some cool stuff today that i'm super excited about! And looking forward to tonight too
12576,1963607497,happiness,I don't know what my Mom gave me to clean my Macbook with but it is SO white now. It was tinted grayish blue from my black desk.
12578,1963607862,sadness,@CreationsWHeart Ive been wanting 2 but will be gone 4 2 mo. &amp; have to close my shops!
12580,1963608199,sadness,"Finally feels like a nice summer day, and I'm feeling sick"
12587,1963608834,sadness,"found a swing set for sale 2 blocks from home, super cheap. I want it 4 my kids but no one is answering the phone # listed"
12589,1963609230,sadness,I miss Heroes already  Come one fall!
12597,1963610626,sadness,All my spare time seems 'twill be spent doing homework this weekend.
12607,1963641558,sadness,I'm feeling so frustrated...I just can't get things to work!!
12611,1963642518,sadness,Ewwwy. Just did campus cleanup for community service.
12613,1963642746,sadness,@gfalcone601 that little girl on BGT! how sad! i cried  lol xxxxxxxxxxxxxxxxxxx
12614,1963642961,sadness,@NathalieCaron I ended up not going because my left knee is killing me.  I think I pushed myself too much yesterday
12619,1963644152,sadness,Please don't vote for her out of sympathy!  #BGT
12621,1963644401,sadness,aw that wee lassie made me cry  tears streamin doon ma face lol thats a wee shame x
12626,1963645665,sadness,"Sitting watching britain's got f all talent, but have watched a small girl cry and it's sad"
12630,1963646055,happiness,Being followed by compliance.  Great.   Have to watch what I say now.
12633,1963646676,happiness,@beeank haha its awesome i always have to use it when i eat
12636,1963647877,happiness,she made my sister cry too hahah. bless her.  i hope she can do it again.
12644,1963648349,sadness,Bless the little girl on BGT!
12646,1963648792,happiness,@blooddrunk SICK! I'm totally getting GH5!! Too bad you guys didn't get to play in Boston
12657,1963649972,happiness,"#bgt Aw bless her, my stomach sank when she first whimpered but good on her for trying to carry on. That's nice of Simon to take charge."
12658,1963650021,sadness,@jennwadsworth So sad that schools have to close.
12662,1963650591,sadness,"@Jennifalconer how tough was that, just wanted to hug her like my own"
12664,1963651281,sadness,phone is still blocked only my fav 5 can cll me
12670,1963651806,sadness,@tyefighter I had to sell guitar hero with ps3 to fund splitting with ex
12679,1963700587,sadness,@gfalcone601 ino :O i was near crying for her  sometimes i forget that its actually live tv =/ .....am i talkin about the sme thing?:Sxxxx
12680,1963700746,sadness,@Abbyluvsaj nice! I wish twitter would tile mine
12683,1963701027,sadness,ughhh! this is the third bottle of foundation I've broken
12686,1963701191,happiness,"omds! holly steel, bless her!  x"
12690,1963701489,sadness,@kezzawezz i want 2 but i dinna hink it'll get shown in elgin n got nae1 2 go with(n)
12698,1963702899,sadness,@Dorkus_ Well their not gonna fit her in with this big long advertisement
12704,1963704101,happiness,"That little girl holly!  find some time! Aw, she'll get loads of votes now I bet!"
12705,1963704294,sadness,@decaydance --Nothing
12709,1963704716,sadness,@FTSKirstin im depressed like so baddddd.
12710,1963704776,sadness,@gfalcone601 Britain's Got Talent? Such a cute little girl. Feel so sorry for her!   Hope Simon finds the time! xx
12712,1963705316,sadness,@coollike  the cokies arnt real imaginary will hav to do mmmmmmmmmmmm cookie...
12715,1963705721,happiness,@sarahblevins3 i know!!
12728,1963706837,sadness,No one is bringing snacks
12729,1963707162,sadness,ugh... dunno why im just not in the best of moods... how do i know if i have allergies? meh...
12730,1963707296,sadness,I want to join but i live in michigan
12741,1963709892,happiness,"@gfalcone601  haha, i was crying  xx"
12742,1963709922,happiness,"@RobbyWat For a minute I thought that said &quot;Maggie has an extra eye growing.&quot;  Yep, I'm a space cadet.  Sorry for the sweet girl"
12746,1963710530,sadness,The bunny is longing for the hoodie she left in the car   brrr....
12750,1963711249,sadness,It was going to happen one day but I so feel for the girl AND her mum
12751,1963712003,sadness,"@0oMiriamo0 but i like the idea going to cinema, but monday...."
12757,1963721299,sadness,@IMjustDaNNi Awww thats not fair to me. Now im a lil sad
12760,1963721786,sadness,@SOREALCRU its Gloomy in LA no sun  but its nice
12762,1963722413,sadness,Excitement: 8 new followers overnight. Sadness: 6 of them are ad bots.
12763,1963722504,sadness,@Mulla8285 Oh noooooo!!!      I'm so sorry!!  That sucks hard!
12769,1963723889,sadness,"@siggidori sorry, I'm creating a new comedy style &quot;bad joking&quot;"
12770,1963723962,sadness,Omg i'm going to robinson with tyler wfm. And i freakin miss anthony  ugh today kinda sucks. Lex&lt;3
12778,1963724962,happiness,"@thatdamnninja Oh, okay. Every so often I get this random taste of blood in my mouth that makes me go &quot;eww, blood&quot;.  Haha."
12779,1963725324,happiness,hollie steel  bless her. but go dreambears &lt;33333 hahahahaha
12782,1963725618,sadness,"@lobsterandswan Itï¿½s a beautiful blog, but Iï¿½m not able to acess it anymore!!"
12796,1963728622,sadness,"Plan for this evening: dinner, shopping for dress shirts, watching Up, going to bed. Plan for Saturday: Funeral for a friend..."
12799,1963728948,happiness,@kiieeeee yaaay for u cleaning ur room. I said hi to u the other day &amp; u didnt write me back
12800,1963728956,happiness,in Mallorca. Want to play guitar   When i come home I'm going to buy the mcfly dvd first :]]
12819,1963732226,sadness,@Jason_Inc Sounds good. I still like Fridays although it means for me that I have to go to work tomarrow
12821,1963732474,sadness,"Not making good time, fucking Chicago traffic  - Photo: http://bkite.com/07XOh"
12829,1963733437,sadness,@robineccles Indeed I did get your song however am unable to listen.
12835,1963742665,happiness,yay im out but i have 2 ride home  have 2 take tha yellow limo..super gay
12836,1963742668,sadness,@aaronhoskins I fucking miss that band so so much
12839,1963743325,sadness,miss my hubby already!
12842,1963744022,sadness,@randiellen03 Nofair! My BK only had Uhura and Nero left.
12847,1963744566,happiness,need to cheer up!
12851,1963745268,sadness,"needs water, paper towels and coke from the store but feels too sick to go get it"
12863,1963747145,sadness,@CagneyArtist ~ Sorry the response to my assistant job has already been filled. Please check back soon.  I'm sure she will not last long.
12869,1963748015,sadness,at home and sore knee
12875,1963749299,sadness,@TheRedHood its my going away partyyy @mandydiblasi 's.  you should come!
12883,1963750702,sadness,"@stoya limited web access? i thought europe was a lot more &quot;connected&quot; than we were. regardless, have fun, i've never been to europe"
12889,1963751326,happiness,"@greatkingrat hey i forgot about that, ask steve to take mine down mate. I do look like Liam from shameless!"
12892,1963752625,sadness,@theroser i miss you SO much-o
12905,1963781783,sadness,"That poor girl on britains got talent, god love her  forgot the words and cried  but gets a second chance to perform again : ]"
